,name,street,town,state,zipcode,annual_rounds,ownership,year_built,green_fees
461,Maggie Hathaway Par 3 Golf Course,1921 W 98th St,Los Angeles,CA,90047,N/A,Public,,$6.50
462,North Course at Los Angeles Country Club,10101 Wilshire Blvd,Los Angeles,CA,90024,N/A,Private,1921,$60.00
463,North South Course at Mountain Gate Country Club,12445 Mountain Gate Dr,Los Angeles,CA,90049,"80,000 (estimated)",Private,1975,$125.00
464,Rancho Park Golf Course,10460 W Pico Blvd,Los Angeles,CA,90064,N/A,Public,1947,$23.00
465,Roosevelt Municipal Golf Course,2650 N Vermont Ave,Los Angeles,CA,90027,"47,000 (estimated)",Public,1964,$15.00
466,South Course at Los Angeles Country Club,10101 Wilshire Blvd,Los Angeles,CA,90024,N/A,Private,1911,$50.00
467,South Lake Course at Mountain Gate Country Club,12445 Mountain Gate Dr,Los Angeles,CA,90049,"80,000 (estimated)",Private,1981,$125.00
468,Westchester Golf Course,6900 W Manchester Blvd,Los Angeles,CA,90045,N/A,Public,1965,$17.00
469,Wilshire Country Club,301 N Rossmore Ave,Los Angeles,CA,90004,"35,000 (estimated)",Private,1919,$65.00
470,Wilson Course at Griffith Park Golf Courses,4730 Crystal Springs Dr,Los Angeles,CA,90027,N/A,Public,1914,$28.50
471,La Rinconada Country Club,14597 Clearview Dr,Los Gatos,CA,95032,"36,000 (estimated)",Private,1928,$50.00
472,Sea Pines Golf Resort,250 Howard Ave,Los Osos,CA,93402,N/A,Resort,1975,$23.00
473,Madera Golf & Country Club,19217 Rd 26,Madera,CA,93638,"30,000 (estimated)",Private,1955,$35.00
474,Madera Municipal Golf Course,23200 Ave 17,Madera,CA,93637,"60,000 (estimated)",Public,1991,$19.00
475,Riverbend Golf Club,43369 Ave 12,Madera,CA,93638,N/A,Public,1998,$45.00
476,Paradise Pines Golf Course,13917 S Park Dr,Magalia,CA,95954,"40,000 (estimated)",Semi-Private,1972,$16.00
477,Malibu Country Club,901 Encinal Canyon Rd,Malibu,CA,90265,"55,000 (estimated)",Public,1980,$82.00
478,Sierra Star Golf Club,1 Minaret Rd,Mammoth Lakes,CA,93546,N/A,Resort,1999,$115.00
479,Snow Creek Golf Course,1 Fairway Dr,Mammoth Lakes,CA,93546,N/A,Public,1990,$48.00
480,Marriott Golf Course,1400 Parkview Ave,Manhattan Beach,CA,90266,N/A,Public,1980,$18.00
481,French Camp Golf Course,3919 French Camp Rd,Manteca,CA,95336,"25,000 (estimated)",Public,1995,$17.00
482,Manteca Park Golf Course,305 N Union Rd,Manteca,CA,95337,"70,000 (estimated)",Public,1966,$24.00
483,Pine Meadow Public Golf Course,451 Vine Hill Way,Martinez,CA,94553,N/A,Public,1964,$18.00
484,Peach Tree Golf & Country Club,2043 Dantoni Rd,Marysville,CA,95901,N/A,Private,1960,$30.00
485,Plumas Lake Golf & Country Club,1551 Country Club Rd,Marysville,CA,95901,"60,000 (estimated)",Semi-Private,1955,$24.00
486,Mather Golf Course,4103 Eagles Nest Rd,Mather,CA,95655,"80,000 (estimated)",Public,1952,$26.00
487,McCloud Golf Club,1001 Squaw Valley Rd,Mccloud,CA,96057,N/A,Public,1929,$17.00
488,Beau Pre Golf Club,1770 Norton Rd,Mckinleyville,CA,95519,"50,000 (estimated)",Semi-Private,1967,$25.00
489,Winchester Country Club,3030 Legends Dr,Meadow Vista,CA,95722,N/A,Private,2000,$60.00
490,Lakes Course at Menifee Lakes Country Club,29875 Menifee Lakes Dr,Menifee,CA,92584,N/A,Semi-Private,1994,$58.00
491,Palms Course at Menifee Lakes Country Club,29875 Menifee Lakes Dr,Menifee,CA,92584,N/A,Semi-Private,1990,$58.00
492,Sharon Heights Golf & Country Club,2900 Sand Hill Rd,Menlo Park,CA,94025,"40,000 (estimated)",Private,1963,$90.00
493,Merced Golf & Country Club,6333 N Golf Rd,Merced,CA,95340,"45,000 (estimated)",Private,1926,$35.00
494,Merced Hills Golf Club,5320 N Lake Rd,Merced,CA,95340,"39,000 (estimated)",Public,1995,$20.00
495,Hidden Valley Lake Golf & Country Club,19210 Hartman Rd,Middletown,CA,95461,"32,000 (estimated)",Semi-Private,1970,$45.00
496,Mill Valley Golf Course,280 Buena Vista Ave,Mill Valley,CA,94941,"45,000 (estimated)",Public,1919,$23.00
497,Green Hills Country Club,End Of Ludeman Ln,Millbrae,CA,94030,"45,000 (estimated)",Private,1930,$215.00
498,Spring Valley Golf Course,3441 E Calaveras Blvd,Milpitas,CA,95035,"90,000 (estimated)",Public,1960,$44.00
499,Summitpointe Golf Course,1500 Country Club Dr,Milpitas,CA,95035,N/A,Public,1968,$60.00
500,Goose Creek Golf Club,11418 68th St,Mira Loma,CA,91752,N/A,Public,1999,$47.00
501,Arroyo Trabuco Golf Club,26772 Avery Parkway,Mission Viejo,CA,92692,N/A,Public,2004,$85.00
502,Casta del Sol Golf Course,27601 Casta Del Sol Rd,Mission Viejo,CA,92692,N/A,Public,1974,$30.00
503,Mission Viejo Country Club,26200 Country Club Dr,Mission Viejo,CA,92691,"30,000 (estimated)",Private,1966,$85.00
504,Bluff River Course at Del Rio Country Club,801 Stewart Rd,Modesto,CA,95356,"35,000 (estimated)",Private,1997,$75.00
505,Claratina Golf & Country Grill,4242 Coffee Rd,Modesto,CA,95357,"25,000 (estimated)",Public,1993,$8.00
506,Modesto Creekside Golf Course,701 Lincoln Ave,Modesto,CA,95354,N/A,Public,1992,$27.00
507,Modesto Dryden Park Golf Course,920 S Sunset Ave,Modesto,CA,95351,N/A,Public,1961,$22.00
508,Modesto Municipal Golf Course,400 Tuolumne Blvd,Modesto,CA,95351,N/A,Public,1953,$24.00
509,Oak Bluff Course at Del Rio Country Club,801 Stewart Rd,Modesto,CA,95356,"35,000 (estimated)",Private,1926,$75.00
510,River Oak Course at Del Rio Country Club,801 Stewart Rd,Modesto,CA,95356,"35,000 (estimated)",Private,1997,$75.00
511,Camelot Golf Course,3430 Camelot Blvd,Mojave,CA,93501,"30,000 (estimated)",Public,1962,$15.00
512,Shasta Valley Golf Club,500 Golf Course Rd,Montague,CA,96064,N/A,Public,1968,$16.00
513,Montebello Country Club,901 Via San Clemente,Montebello,CA,90640,"85,000 (estimated)",Public,1928,$38.00
514,Del Monte Golf Course,1300 Sylvan Rd,Monterey,CA,93940,"60,000 (estimated)",Resort,1897,$80.00
515,Laguna Seca Ranch Golf Club,10520 York Rd,Monterey,CA,93940,"60,000 (estimated)",Public,1970,$60.00
516,Naval Postgraduate School Golf Course,350 Garden & Fairgrounds Rd,Monterey,CA,93943,"55,000 (estimated)",Military,1972,$25.00
517,Pasadera Country Club,100 Pasadera Drive,Monterey,CA,93940,N/A,Private,2000,N/A
518,Monterey Park Golf Course,3600 Ramona Blvd,Monterey Park,CA,91754,"40,000 (estimated)",Public,1973,$16.00
519,Moorpark Country Club,11800 Championship Dr,Moorpark,CA,93021,N/A,Public,2003,$95.00
520,Rustic Canyon Golf Course,15100 Happy Camp Canyon Rd,Moorpark,CA,93021,N/A,Public,2002,$50.00
521,Moraga Country Club,1600 Saint Andrews Dr,Moraga,CA,94556,N/A,Private,1970,$50.00
522,Lake Valley Course at Moreno Valley Ranch Golf Club,28095 John F Kennedy Ave,Moreno Valley,CA,92555,"50,000 (estimated)",Public,1988,$65.00
523,Moreno Valley City Golf Course,13671 Frederick St,Moreno Valley,CA,92553,N/A,Public,1962,$10.00
524,Mountain Lake Course at Moreno Valley Ranch Golf Club,28095 John F Kennedy Ave,Moreno Valley,CA,92555,"50,000 (estimated)",Public,1988,$65.00
525,Quail Ranch Country Course,15960 Gilman Springs Rd,Moreno Valley,CA,92555,N/A,Public,1968,$45.00
526,Valley Mountain Course at Moreno Valley Ranch Golf Club,28095 John F Kennedy Ave,Moreno Valley,CA,92555,"50,000 (estimated)",Public,1988,$65.00
527,Morro Bay Golf Course,201 State Park Rd,Morro Bay,CA,93442,N/A,Public,1923,$35.00
528,Mount Shasta Resort,1000 Siskiyou Lake Blvd,Mount Shasta,CA,96067,"25,000 (estimated)",Resort,1993,$42.00
529,Shoreline Golf Links at Mountain View,2940 N Shoreline Blvd,Mountain View,CA,94043,"68,000 (estimated)",Public,1983,$54.00
530,Forest Meadows Golf Course,633 Forest Meadows Dr,Murphys,CA,95247,"30,000 (estimated)",Public,1980,$30.00
531,Bear Creek Golf & Country Club,22640 Bear Creek Dr N,Murrieta,CA,92562,"30,000 (estimated)",Private,1982,$112.00
532,Colony Country Club,40603 Colony Dr,Murrieta,CA,92562,"60,000 (estimated)",Semi-Private,1989,$15.00
533,SCGA Members Club at Rancho California,38275 Murrietta Hot Springs Rd,Murrieta,CA,92563,"80,000 (estimated)",Public,1970,$70.00
534,Napa Golf Course at Kennedy Park,2295 Streblow Dr,Napa,CA,94558,"60,000 (estimated)",Public,1958,$40.00
535,Napa Valley Country Club,3385 Hagen Rd,Napa,CA,94558,"40,000 (estimated)",Private,1915,$60.00
536,North Course at Silverado Country Club & Resort,1600 Atlas Peak Rd,Napa,CA,94558,"95,000 (estimated)",Resort,1955,$145.00
537,South Course at Silverado Country Club & Resort,1600 Atlas Peak Rd,Napa,CA,94558,"95,000 (estimated)",Resort,1967,$145.00
538,The Club Shakespeare Course at Chardonnay Golf Club,2555 Jameson Canyon Rd Hwy 12,Napa,CA,94558,"35,000 (estimated)",,,$80.00
539,The Vineyards Course at Chardonnay Golf Club,2555 Jameson Canyon Rd Hwy 12,Napa,CA,94558,"35,000 (estimated)",Semi-Private,1987,$80.00
540,National City Golf Course,1439 Sweetwater Rd,National City,CA,91950,"34,000 (estimated)",Public,1961,$12.00
541,Needles Municipal Golf Course,144 Marina Dr,Needles,CA,92363,"54,000 (estimated)",Public,1964,$25.00
542,Friendly Valley Golf Course,19345 Ave Of The Oaks,Newhall,CA,91321,N/A,Private,,$7.50
543,Back Bay Golf Course,1107 Jamboree Rd,Newport Beach,CA,92660,N/A,Public,1965,$16.00
544,Big Canyon Country Club,1 Big Canyon Dr,Newport Beach,CA,92660,N/A,Private,1971,$150.00
545,Newport Beach Country Club,1600 E Coast Hwy,Newport Beach,CA,92660,"70,000 (estimated)",Private,1954,$125.00
546,Newport Beach Golf Course,3100 Irvine Ave,Newport Beach,CA,92660,N/A,Public,1966,$18.00
547,The Ocean North Course at Pelican Hill Golf Club,22651 Pelican Hill Rd S,Newport Coast,CA,92657,"40,000 (estimated)",Resort,1993,$250.00
548,The Ocean South Course at Pelican Hill Golf Club,22651 Pelican Hill Rd S,Newport Coast,CA,92657,"40,000 (estimated)",Resort,1991,$250.00
549,Rio La Paz Golf Club,201 Lee Rd,Nicolaus,CA,95659,N/A,Semi-Private,2000,$38.00
550,Lakes Canyon Course at Blacklake Golf Course,1490 Golf Course Ln,Nipomo,CA,93444,"105,000 (estimated)",Public,1965,$42.00
551,Lakes Oaks Course at Blacklake Golf Course,1490 Golf Course Ln,Nipomo,CA,93444,"105,000 (estimated)",Public,1965,$42.00
552,Oaks Canyon Course at Blacklake Golf Course,1490 Golf Course Ln,Nipomo,CA,93444,"105,000 (estimated)",Public,1965,$42.00
553,Hidden Valley Golf Club,10 Clubhouse Dr,Norco,CA,91760,"52,000 (estimated)",Public,1997,$90.00
554,Porter Valley Country Club,19216 Singing Hills Dr,Northridge,CA,91326,"70,000 (estimated)",Private,1968,$70.00
555,Norwalk Golf Center,13717 Shoemaker Ave,Norwalk,CA,90650,N/A,Public,1963,$9.50
556,Indian Valley Golf Club,3035 Novato Blvd,Novato,CA,94947,N/A,Semi-Private,1956,$55.00
557,Marin Country Club,500 Country Club Dr,Novato,CA,94949,"42,000 (estimated)",Private,1954,$80.00
558,StoneTree Golf Club,9 Stonetree Lane,Novato,CA,94945,"45,000 (estimated)",Public,2000,$115.00
559,Oakdale Golf & Country Club,243 N Stearns Rd,Oakdale,CA,95361,"40,000 (estimated)",Private,1963,$35.00
560,Claremont Country Club,5295 Broadway Terrace,Oakland,CA,94618,"27,000 (estimated)",Private,1904,$50.00
561,Metropolitan Golf Links,10051 Doolittle Dr,Oakland,CA,94603,N/A,Public,2003,$60.00
562,Montclair Golf Course,2477 Monterey Blvd,Oakland,CA,94611,N/A,Public,,$4.50
563,Regulation Course at Lake Chabot Municipal Golf Course,End Of Golf Links Rd,Oakland,CA,94605,"71,000 (estimated)",Public,1920,$37.00
564,Sequoyah Country Club,4550 Heafey Rd,Oakland,CA,94605,"30,000 (estimated)",Private,1913,$100.00
565,Short Course at Lake Chabot Municipal Golf Course,End Of Golf Links Rd,Oakland,CA,94605,"71,000 (estimated)",Public,1960,N/A
566,El Camino Country Club,3202 Vista Way,Oceanside,CA,92056,"57,000 (estimated)",Private,1953,$68.50
567,Emerald Isle Golf Course,660 S El Camino Real,Oceanside,CA,92057,"32,000 (estimated)",Public,1974,$19.00
568,Ocean Hills Country Club,4701 Leisure Village Way,Oceanside,CA,92056,N/A,Private,1984,N/A
569,Oceanside Center City Golf Course,Saratoga St,Oceanside,CA,92054,N/A,Public,1957,$15.00
570,Oceanside Golf Course,825 Douglas Dr,Oceanside,CA,92054,"75,000 (estimated)",Public,1974,$24.00
571,Ojai Valley Inn & Spa,Country Club Rd,Ojai,CA,93023,"47,000 (estimated)",Resort,1923,$130.00
572,Soule Park Golf Club,1033 E Ojai Ave,Ojai,CA,93023,"40,000 (estimated)",Public,1962,$28.00
573,Resort at Squaw Creek,400 Squaw Creek Rd,Olympic Valley,CA,96146,"16,000 (estimated)",Resort,1991,$115.00
574,Creekside Golf Course,3151 E Riverside Dr,Ontario,CA,91761,N/A,Public,,$7.50
575,Whispering Lakes Golf Course,2525 E Riverside Dr,Ontario,CA,91761,"41,000 (estimated)",Public,1970,$23.00
576,Ridgeline Executive Golf Course,1051 N Meads Ave,Orange,CA,92869,"50,000 (estimated)",Public,1950,$26.00
577,Montanera Golf Club,N/A,Orinda,CA,,N/A,Private,2000,N/A
578,Orinda Country Club,315 Camino Sobrante,Orinda,CA,94563,N/A,Private,1924,$45.00
579,Kelly Ridge Country Club,5131 Royal Oaks Dr,Oroville,CA,95966,"30,000 (estimated)",Semi-Private,1975,$21.00
580,Table Mountain Golf Club,2700 Oro Dam W,Oroville,CA,95965,"60,000 (estimated)",Public,1950,$20.00
581,River Ridge Golf Club,2401 W Vineyard Ave,Oxnard,CA,93030,N/A,Public,1986,$27.00
582,Pacific Grove Municipal Golf Course,300 Forest Ave,Pacific Grove,CA,93950,N/A,Public,1932,$38.00
583,Riviera Country Club,1250 Capri Dr,Pacific Palisades,CA,90272,N/A,Private,1926,$350.00
584,Sharp Park Golf Course,Hwy 1 At Foot Of Sharp Park Rd,Pacifica,CA,94044,"90,000 (estimated)",Public,1931,$27.00
585,Hansen Dam Golf Course,10400 Glenoaks Blvd,Pacoima,CA,91331,"90,000 (estimated)",Public,1963,$28.50
586,Arroyo Grove East Course at Indian Ridge Country Club,76-375 Country Club Dr,Palm Desert,CA,92211,"52,000 (estimated)",Private,1998,$75.00
587,Avondale Golf Club,75-800 Avondale Dr,Palm Desert,CA,92211,"38,000 (estimated)",Private,1969,$110.00
588,Challenger Course at Palm Valley Country Club,39205 Palm Valley Dr,Palm Desert,CA,92211,"50,000 (estimated)",Private,1986,$60.00
589,Championship Course at Palm Valley Country Club,39205 Palm Valley Dr,Palm Desert,CA,92211,"50,000 (estimated)",Private,1984,$120.00
590,Chaparral Country Club,1 Chaparral Dr,Palm Desert,CA,92260,"22,000 (estimated)",Private,1980,$50.00
591,Desert Falls Country Club,1111 Desert Falls Pkwy,Palm Desert,CA,92211,"53,000 (estimated)",Semi-Private,1984,$145.00
592,East West Course at Monterey Country Club,41500 Monterey Ave,Palm Desert,CA,92260,"60,000 (estimated)",Private,1979,$85.00
593,East South Course at Lakes Country Club,161 Old Ranch Rd,Palm Desert,CA,92211,"55,000 (estimated)",Private,1984,$65.00
594,East South Course at Monterey Country Club,41500 Monterey Ave,Palm Desert,CA,92260,"60,000 (estimated)",Private,1979,$85.00
595,Emerald Desert Country Club,76-000 Frank Sinatra Dr,Palm Desert,CA,92211,N/A,Resort,1987,$30.00
596,Firecliff Course at Desert Willow Golf Resort,38-995 Desert Willow Dr,Palm Desert,CA,92260,"78,000 (estimated)",Public,1997,$160.00
597,Golf Center at Palm Desert,74945 Sheryl Ave,Palm Desert,CA,92260,"30,000 (estimated)",Public,1990,$18.00
598,Golf Course at Marriotts Shadow Ridge Resort,9002 Shadow Ridge Rd,Palm Desert,CA,92211,"40,000 (estimated)",Resort,2000,$145.00
599,Grove East West Course at Indian Ridge Country Club,76-375 Country Club Dr,Palm Desert,CA,92211,"52,000 (estimated)",Private,1992,$75.00
600,Grove West Arroyo Course at Indian Ridge Country Club,76-375 Country Club Dr,Palm Desert,CA,92211,"52,000 (estimated)",Private,1998,$75.00
601,Marrakesh Golf Club,47-000 Marrakesh Dr,Palm Desert,CA,92260,"15,000 (estimated)",Private,1983,$75.00
602,Mountain View Course at Desert Willow Golf Resort,38-995 Desert Willow Dr,Palm Desert,CA,92260,"78,000 (estimated)",Public,1998,$160.00
603,North Course at Ironwood Country Club,49-200 Mariposa Dr,Palm Desert,CA,92260,N/A,Private,1977,$70.00
604,North East Course at Lakes Country Club,161 Old Ranch Rd,Palm Desert,CA,92211,"55,000 (estimated)",Private,1984,$65.00
605,Oasis Country Club,42330 Casbah Way,Palm Desert,CA,92211,"35,000 (estimated)",Semi-Private,1985,$55.00
606,Palm Desert Greens Country Club,73750 Country Club Dr,Palm Desert,CA,92260,"60,000 (estimated)",Private,1971,$30.00
607,Palm Desert Resort Country Club,77-333 Country Club Dr,Palm Desert,CA,92211,"38,500 (estimated)",Semi-Private,1980,$79.00
608,Palms Course at Marriotts Desert Springs Resort,74-855 Country Club Dr,Palm Desert,CA,92260,N/A,Resort,1986,N/A
609,Portola Country Club,42500 Portola Ave,Palm Desert,CA,92260,N/A,Private,,$15.00
610,San Jacinto San Gorgonio Course at Sun City Palm Desert Golf Course,38180 Del Webb Blvd,Palm Desert,CA,92211,"45,000 (estimated)",Semi-Private,,$65.00
611,Santa Rosa Country Club,38105 Portola Ave,Palm Desert,CA,92260,"30,000 (estimated)",Private,1974,$40.00
612,Santa Rosa San Gorgonio Course at Sun City Palm Desert Golf Course,38180 Del Webb Blvd,Palm Desert,CA,92211,"45,000 (estimated)",Semi-Private,,$65.00
613,Santa Rosa San Jacinto Course at Sun City Palm Desert Golf Course,38180 Del Webb Blvd,Palm Desert,CA,92211,"45,000 (estimated)",Semi-Private,1992,$65.00
614,Shadow Mountain Golf Club,73800 Ironwood St,Palm Desert,CA,92260,"30,000 (estimated)",Private,1960,$50.00
615,South Course at Ironwood Country Club,49-200 Mariposa Dr,Palm Desert,CA,92260,N/A,Private,1974,$70.00
616,South North Course at Lakes Country Club,161 Old Ranch Rd,Palm Desert,CA,92211,"55,000 (estimated)",Private,1984,$65.00
617,South West Course at Monterey Country Club,41500 Monterey Ave,Palm Desert,CA,92260,"60,000 (estimated)",Private,1979,$80.00
618,Suncrest Country Club,73-450 Country Club Dr,Palm Desert,CA,92260,N/A,Semi-Private,1980,$30.00
619,The Canyons Course at Bighorn Golf Club,255 Palowet Dr,Palm Desert,CA,92260,"50,000 (estimated)",Private,1998,$300.00
620,The Championship Course at Palm Desert Country Club,77-200 California Dr,Palm Desert,CA,92211,N/A,Semi-Private,1962,$65.00
621,The Executive Nine Course at Palm Desert Country Club,77-200 California Dr,Palm Desert,CA,92211,N/A,Semi-Private,1962,$15.00
622,The Mountains Course at Bighorn Golf Club,255 Palowet Dr,Palm Desert,CA,92260,"50,000 (estimated)",Private,1991,$300.00
623,Valley Course at Marriotts Desert Springs Resort,74-855 Country Club Dr,Palm Desert,CA,92260,N/A,Resort,1986,N/A
624,Woodhaven Country Club,41555 Woodhaven Dr E,Palm Desert,CA,92211,"35,000 (estimated)",Private,1984,$85.00
625,Canyon Country Club,1100 E Murray Canyon Dr,Palm Springs,CA,92264,N/A,Private,1962,$65.00
626,Canyon South Golf Course,1097 E Murray Canyon Dr,Palm Springs,CA,92264,N/A,Public,1962,$70.00
627,Legend Course at Tahquitz Creek Golf Resort,1885 Golf Club Dr,Palm Springs,CA,92264,"80,000 (estimated)",Resort,1959,$65.00
628,Mesquite Golf & Country Club,2700 E Mesquite Ave,Palm Springs,CA,92264,"45,000 (estimated)",Resort,1986,$85.00
629,ODonnell Golf Club,301 N Belardo Rd,Palm Springs,CA,92262,"18,000 (estimated)",Private,1927,$32.50
630,Palm Springs Country Club,2500 Whitewater Club Dr,Palm Springs,CA,92262,N/A,Public,1960,$30.00
631,Resort Course at Tahquitz Creek Golf Resort,1885 Golf Club Dr,Palm Springs,CA,92264,"80,000 (estimated)",Resort,1995,$90.00
632,Seven Lakes Country Club,4100 E Seven Lakes Dr,Palm Springs,CA,92264,"30,000 (estimated)",Private,1964,N/A
633,Tommy Jacobs Bel Air Greens,1001 S El Cielo Rd,Palm Springs,CA,92264,"32,000 (estimated)",Public,1972,$27.00
634,Antelope Valley Country Club,39800 Country Club Dr,Palmdale,CA,93551,"70,000 (estimated)",Private,1957,$55.00
635,Desert Aire Golf Course,3620 E Ave P,Palmdale,CA,93550,"35,000 (estimated)",Public,1960,$18.00
636,Rancho Vista Golf Course,3905 Club Rancho Blvd,Palmdale,CA,93551,N/A,Public,2000,$47.00
637,Palo Alto Hills Golf & Country Club,3000 Alexis Dr,Palo Alto,CA,94304,"38,000 (estimated)",Private,1957,$125.00
638,Palo Alto Municipal Golf Course,1875 Embarcadero Rd,Palo Alto,CA,94303,"90,000 (estimated)",Public,1956,$30.00
639,Palo Cedro Golf Club,22499 Golftime Dr,Palo Cedro,CA,96073,"12,000 (estimated)",Semi-Private,1992,$20.00
640,Palos Verdes Golf Club,3301 Via Campesina,Palos Verdes Estates,CA,90274,"60,000 (estimated)",Semi-Private,1924,$125.00
641,Annandale Golf Course,1 N San Rafael Ave,Pasadena,CA,91105,N/A,Private,1906,$50.00
642,Eaton Canyon Golf Course,1150 N Sierra Madre Villa Ave,Pasadena,CA,91107,"36,000 (estimated)",Public,1959,$23.00
643,Number One Course at Brookside Golf Club,1133 N Rosemont Ave,Pasadena,CA,91103,N/A,Public,1928,$40.00
644,Number Two Course at Brookside Golf Club,1133 N Rosemont Ave,Pasadena,CA,91103,N/A,Public,1928,$40.00
645,Hunter Ranch Golf Course,4041 Hwy 46 E,Paso Robles,CA,93446,N/A,Public,1994,$55.00
646,Links Course at Paso Robles,5151 Jardine Rd,Paso Robles,CA,93446,"30,000 (estimated)",Public,1996,$18.00
647,Paso Robles Golf Club,1600 Country Club Dr,Paso Robles,CA,93446,"65,000 (estimated)",Public,1960,$20.00
648,Legends West Course at Diablo Grande,10001 Oak Flat Rd,Patterson,CA,95363,"45,000 (estimated)",Public,1997,$100.00
649,The Ranch Course at Diablo Grande,10001 Oak Flat Rd,Patterson,CA,95363,"45,000 (estimated)",Public,1996,$80.00
650,Pauma Valley Country Club,15835 Pauma Valley Dr,Pauma Valley,CA,92061,"27,000 (estimated)",Private,1960,$110.00
651,Cypress Point Club,17 Mile Dr & Portolla,Pebble Beach,CA,93953,"15,000 (estimated)",Private,1928,N/A
652,Dunes Course at Monterey Peninsula Country Club,3000 Club Dr,Pebble Beach,CA,93953,"65,000 (estimated)",Private,1926,$225.00
653,Golf Links Course at Pebble Beach Golf Links,1700 17 Mile Drive,Pebble Beach,CA,93953,"65,000 (estimated)",Resort,1919,$350.00
654,Links at Spanish Bay,2700 17 Mile Dr,Pebble Beach,CA,93953,"52,000 (estimated)",Resort,1987,$185.00
655,Peter Hay Par Three Course at Pebble Beach Golf Links,1700 17 Mile Drive,Pebble Beach,CA,93953,"65,000 (estimated)",Resort,N/A,$15.00
656,Poppy Hills Golf Course,3200 Lopez Rd,Pebble Beach,CA,93953,"55,000 (estimated)",Public,1986,$150.00
657,Shore Course at Monterey Peninsula Country Club,3000 Club Dr,Pebble Beach,CA,93953,"65,000 (estimated)",Private,1961,$200.00
658,Spyglass Hill Golf Course,Spyglass Hill Rd & Stevenson Dr,Pebble Beach,CA,93953,"40,000 (estimated)",Resort,1966,$225.00
659,Lake Wildwood Golf Course,11255 Cottontail Way,Penn Valley,CA,95946,"65,000 (estimated)",Private,1971,$30.00
660,Adobe Creek Golf Course,1901 Frates Rd,Petaluma,CA,94954,"45,000 (estimated)",Public,1989,$60.00
661,Petaluma Golf & Country Club,1500 Country Club Dr,Petaluma,CA,94952,N/A,Private,1922,$25.00
662,Rooster Run Golf Club,2301 E Washington St,Petaluma,CA,94954,"70,000 (estimated)",Public,1998,$63.00
663,Riveridge Golf Course,3260 Fairway Dr,Pico Rivera,CA,90660,N/A,Public,1967,$13.00
664,Pine Mountain Golf Club,2524 Beachwood Way,Pine Mountain Club,CA,93222,N/A,Private,1970,$15.00
665,Mace Meadow Golf & Country Club,26570 Fairway Dr,Pioneer,CA,95666,"35,000 (estimated)",Semi-Private,1972,$29.00
666,Pittsburgs Delta View Golf Course,2242 Golf Club Rd,Pittsburg,CA,94565,"70,000 (estimated)",Public,1947,$24.00
667,Alta Vista Country Club,777 E Alta Vista St,Placentia,CA,92870,"63,000 (estimated)",Private,1961,$60.00
668,Cold Springs Golf & Country Club,6500 Clubhouse Dr,Placerville,CA,95667,"30,000 (estimated)",Private,1960,$30.00
669,Sierra Golf Course,1822 Country Club Dr,Placerville,CA,95667,"27,000 (estimated)",Public,1959,$12.00
670,Contra Costa Country Club,801 Golf Club Rd,Pleasant Hill,CA,94523,"65,000 (estimated)",Private,1925,$50.00
671,Hill Course at Castlewood Country Club,707 Country Club Cir,Pleasanton,CA,94566,N/A,Private,1923,$90.00
672,Pleasanton Fairways Golf Course,Alameda County Fairgrounds,Pleasanton,CA,94566,N/A,Public,1974,$27.00
673,Ruby Hill Golf Club,3404 W Ruby Hill Dr,Pleasanton,CA,94566,"18,000 (estimated)",Private,1996,$75.00
674,Valley Course at Castlewood Country Club,707 Country Club Cir,Pleasanton,CA,94566,N/A,Private,1923,$90.00
675,Mountain Meadows Golf Course,1875 Fairplex Dr,Pomona,CA,91768,"100,000 (estimated)",Public,1975,$25.00
676,Palm Lake Golf Course,1300 W Phillips Blvd,Pomona,CA,91766,N/A,Public,1970,$14.00
677,Aetna Springs Golf Course,1600 Aetna Springs Rd,Pope Valley,CA,94567,N/A,Public,1892,$20.00
678,Seabee Golf Club of Port Hueneme,Bldg 233 - Port Hueneme Naval Base,Port Hueneme,CA,93043,N/A,Military,1957,$22.00
679,Porterville Municipal Golf Course,702 E Isham Ave,Porterville,CA,93257,N/A,Public,1920,$13.50
680,River Island Country Club,31989 River Island Dr,Porterville,CA,93257,"28,000 (estimated)",Private,1963,$45.00
681,Maderas Golf Club,17750 Old Coach Rd,Poway,CA,92064,N/A,Semi-Private,1999,$165.00
682,Stoneridge Country Club,17166 Stoneridge Country Club Ln,Poway,CA,92064,"52,000 (estimated)",Private,1969,$60.00
683,Mt. Woodson Golf Club,16422 N Woodson Dr,Ramona,CA,92065,"45,000 (estimated)",Public,1991,$65.00
684,San Vicente Inn & Golf Club,24157 San Vicente Rd,Ramona,CA,92065,"65,000 (estimated)",Semi-Private,1972,$59.00
685,Rancho Bernardo Golf Club,12280 Greens E Rd,Rancho Bernardo,CA,92128,N/A,Private,1980,$110.00
686,Rancho Bernardo Inn,17550 Bernardo Oaks Dr,Rancho Bernardo,CA,92128,"60,000 (estimated)",Resort,1960,$90.00
687,Empire Lakes Golf Course,11015 6th St,Rancho Cucamonga,CA,91730,N/A,Public,1996,$80.00
688,Red Hill Country Club,8358 Red Hill Country Club Dr,Rancho Cucamonga,CA,91730,"36,500 (estimated)",Private,1921,$50.00
689,Arnold Palmer Course at Mission Hills Country Club,34-600 Mission Hills Dr,Rancho Mirage,CA,92270,"120,000 (estimated)",Private,1979,$180.00
